9000010398,p 27
9000010399,p 9
9000010400,p 11
9000010401,c 31
9000010402,p 15
9000010403,p 17
9000010404,c 33
9000010405,c 1
9000010406,p 17
9000010407,p 13
9000010408,p 32
9000010409,p 14
9000010410,c 45
9000010411,c 36
9000010412,c 31
9000010413,p 11
9000010414,c 28
9000010415,p 30
9000010416,c 2
9000010417,c 33
9000010418,c 38
9000010419,p 21
9000010420,p 9
9000010421,c 46
9000010422,p 31
9000010423,p 34
9000010424,p 8
9000010425,p 14
9000010426,c 14
9000010427,c 25
9000010428,p 21
9000010429,c 27
9000010430,p 22
9000010431,p 33
9000010432,c 22
9000010433,c 5
9000010434,p 10
9000010435,p 8
9000010436,c 2
9000010437,p 21
9000010438,c 25
9000010439,c 48
9000010440,p 34
9000010441,p 14
9000010442,p 5
9000010443,c 10
9000010444,c 9
9000010445,c 14
9000010446,p 30
9000010447,p 25
9000010448,p 22
9000010449,c 17
9000010450,c 35
9000010451,p 30
9000010452,p 8
9000010453,c 11
9000010454,p 18
9000010455,p 22
9000010456,c 38
9000010457,c 1
9000010458,c 36
9000010459,p 24
9000010460,c 30
9000010461,c 6
9000010462,c 50
9000010463,p 25
9000010464,c 22
9000010465,c 37
9000010466,c 15
9000010467,c 37
9000010468,p 19
9000010469,p 26
9000010470,c 35
9000010471,p 22
9000010472,p 15
9000010473,c 15
9000010474,p 30
9000010475,c 3
9000010476,p 23
9000010477,c 22
9000010478,c 10
9000010479,p 22
9000010480,p 26
9000010481,c 21
9000010482,p 7
9000010483,p 9
9000010484,p 28
9000010485,c 20
9000010486,p 5
9000010487,p 25
9000010488,c 13
9000010489,p 9
9000010490,c 27
9000010491,c 2
9000010492,c 16
9000010493,p 10
9000010494,c 29
9000010495,p 16
9000010496,c 17
9000010497,p 13
9000010498,c 40
9000010499,c 47
9000010500,c 24
9000010501,c 7
9000010502,c 39
9000010503,p 6
9000010504,p 9
9000010505,p 20
9000010506,c 33
9000010507,c 24
9000010508,p 29
9000010509,c 19
9000010510,c 42
9000010511,c 45
9000010512,p 18
9000010513,c 12
9000010514,c 12
9000010515,c 13
9000010516,p 33
9000010517,p 11
9000010518,p 24
9000010519,p 17
9000010520,p 11
9000010521,c 18
9000010522,c 14
9000010523,c 5
9000010524,c 18
9000010525,c 20
9000010526,c 21
9000010527,p 25
9000010528,c 6
9000010529,c 8
9000010530,c 10
9000010531,p 8
9000010532,c 13
9000010533,c 15
9000010534,p 29
9000010535,c 35
9000010536,c 4
9000010537,p 7
9000010538,c 33
9000010539,c 44
9000010540,p 29
9000010541,p 22
9000010542,p 7
9000010543,p 16
9000010544,p 22
9000010545,p 11
9000010546,p 9
9000010547,p 10
9000010548,c 28
9000010549,c 16
9000010550,p 31
9000010551,c 25
9000010552,p 14
9000010553,p 32
9000010554,c 29
9000010555,c 24
9000010556,c 11
9000010557,p 22
9000010558,p 8
9000010559,c 17
9000010560,c 1
9000010561,c 3
9000010562,p 28
9000010563,c 48
9000010564,c 29
9000010565,p 15
9000010566,p 32
9000010567,c 33
9000010568,c 42
9000010569,c 38
9000010570,p 23
9000010571,c 27
9000010572,p 17
9000010573,c 23
9000010574,c 22
9000010575,c 5
9000010576,c 11
9000010577,c 5
9000010578,c 29
9000010579,c 19
9000010580,c 30
9000010581,c 5
9000010582,p 22
9000010583,c 19
9000010584,p 21
9000010585,c 5
9000010586,p 15
9000010587,p 11
9000010588,c 6
9000010589,p 31
9000010590,p 7
9000010591,c 27
9000010592,p 17
9000010593,c 27
9000010594,p 8
9000010595,c 28
9000010596,c 1
9000010597,c 39
9000010598,c 24
9000010599,p 13
9000010600,c 45
9000010601,c 24
9000010602,p 17
9000010603,p 32
9000010604,p 25
9000010605,c 45
9000010606,p 11
9000010607,c 14
9000010608,p 23
9000010609,c 34
9000010610,p 29
9000010611,p 24
9000010612,c 15
9000010613,c 24
9000010614,p 6
9000010615,c 51
9000010616,c 20
9000010617,c 30
9000010618,p 19
9000010619,p 24
9000010620,c 23
9000010621,p 12
9000010622,c 11
9000010623,p 26
9000010624,c 5
9000010625,c 15
9000010626,c 15
9000010627,c 45
9000010628,c 24
9000010629,c 32
9000010630,c 41
9000010631,p 32
9000010632,p 11
9000010633,c 34
9000010634,p 19
9000010635,c 2
9000010636,c 10
9000010637,p 32
9000010638,c 40
9000010639,p 27
9000010640,p 9
9000010641,c 18
9000010642,c 7
9000010643,c 9
9000010644,p 12
9000010645,p 15
9000010646,c 13
9000010647,c 15
9000010648,c 21
9000010649,c 16
9000010650,c 33
9000010651,c 31
9000010652,p 28
9000010653,p 10
9000010654,c 39
9000010655,p 15
9000010656,p 9
9000010657,p 20
9000010658,c 10
9000010659,p 19
9000010660,c 10
9000010661,p 9
9000010662,c 40
9000010663,p 16
9000010664,p 18
9000010665,c 1
9000010666,c 26
9000010667,p 6
9000010668,c 26
9000010669,c 8
9000010670,p 13
9000010671,p 27
9000010672,c 47
9000010673,c 4
9000010674,p 30
9000010675,c 3
9000010676,p 10
9000010677,c 38
9000010678,c 5
9000010679,c 46
9000010680,c 50
9000010681,p 28
9000010682,p 8
9000010683,c 9
9000010684,c 49
9000010685,c 39
9000010686,p 24
9000010687,p 6
9000010688,c 21
9000010689,p 17
9000010690,p 11
9000010691,p 34
9000010692,p 28
9000010693,c 7
9000010694,c 41
9000010695,p 5
9000010696,c 10
9000010697,p 28
9000010698,p 28
9000010699,c 42
9000010700,p 16
9000010701,c 7
9000010702,c 24
9000010703,c 32
9000010704,p 26
9000010705,p 28
9000010706,p 12
9000010707,p 23
9000010708,c 10
9000010709,p 35
9000010710,p 18
9000010711,p 9
9000010712,p 18
9000010713,p 22
9000010714,c 32
9000010715,p 29
9000010716,p 27
9000010717,p 6
9000010718,p 17
9000010719,p 27
9000010720,p 14
9000010721,p 27
9000010722,p 12
9000010723,p 31
9000010724,c 21
9000010725,p 12
9000010726,c 45
9000010727,p 30
9000010728,c 13
9000010729,p 21
9000010730,c 10
9000010731,c 13
9000010732,c 34
9000010733,c 38
9000010734,c 17
9000010735,p 30
9000010736,c 20
9000010737,c 7
9000010738,p 20
9000010739,p 29
9000010740,p 26
9000010741,c 44
9000010742,c 33
9000010743,p 20
9000010744,p 5
9000010745,p 16
9000010746,p 26
9000010747,c 48
9000010748,c 15
9000010749,c 25
9000010750,p 23
9000010751,c 29
9000010752,p 19
9000010753,c 29
9000010754,p 18
9000010755,p 11
9000010756,p 8
9000010757,p 11
9000010758,c 14
9000010759,c 48
9000010760,c 21
9000010761,p 27
9000010762,p 20
9000010763,c 3
9000010764,p 9
9000010765,p 19
9000010766,p 10
9000010767,c 26
9000010768,p 34
9000010769,p 30
9000010770,p 23
9000010771,p 9
9000010772,p 6
9000010773,p 6
9000010774,c 23
9000010775,c 26
9000010776,p 17
9000010777,p 30
9000010778,p 22
9000010779,p 8
9000010780,c 33
9000010781,p 28
9000010782,c 34
9000010783,p 11
9000010784,c 19
9000010785,c 40
9000010786,p 10
9000010787,c 12
9000010788,p 12
9000010789,p 25
9000010790,c 13
9000010791,p 11
9000010792,c 38
9000010793,c 11
9000010794,c 42
9000010795,p 23
9000010796,c 46
9000010797,c 6
9000010798,p 5
9000010799,c 23
9000010800,c 4
9000010801,p 16
9000010802,p 17
9000010803,c 12
9000010804,p 19
9000010805,p 5
9000010806,c 32
9000010807,p 13
9000010808,p 12
9000010809,c 26
9000010810,p 7
9000010811,c 5
9000010812,c 10
9000010813,p 22
9000010814,c 5
9000010815,c 8
9000010816,c 41
9000010817,c 43
9000010818,c 41
9000010819,c 1
9000010820,p 23
9000010821,p 12
9000010822,c 16
9000010823,p 8
9000010824,p 16
9000010825,c 22
9000010826,p 23
9000010827,c 34
9000010828,p 30
9000010829,c 1
9000010830,c 31
9000010831,c 26
9000010832,c 2
9000010833,p 35
9000010834,p 35
9000010835,c 22
9000010836,c 14
9000010837,c 29
9000010838,p 6
9000010839,c 28
9000010840,c 29
9000010841,c 52
9000010842,c 36
9000010843,p 26
9000010844,p 26
9000010845,c 33
9000010846,c 40
9000010847,c 34
9000010848,p 6
9000010849,c 39
9000010850,p 29
9000010851,c 16
9000010852,p 35
9000010853,p 18
9000010854,p 23
9000010855,c 23
9000010856,p 19
9000010857,c 39
9000010858,p 12
9000010859,c 52
9000010860,p 21
9000010861,p 33
9000010862,c 38
9000010863,c 20
9000010864,c 4
9000010865,c 18
9000010866,c 3
9000010867,c 2
9000010868,c 37
9000010869,p 6
9000010870,p 32
9000010871,p 11
9000010872,p 7
9000010873,c 31
9000010874,p 19
9000010875,c 7
9000010876,p 6
9000010877,p 31
9000010878,p 5
9000010879,p 35
9000010880,c 42
9000010881,p 13
9000010882,p 14
9000010883,c 47
9000010884,c 7
9000010885,p 21
9000010886,p 34
9000010887,c 18
9000010888,c 31
9000010889,c 16
9000010890,p 26
9000010891,p 28
9000010892,p 22
9000010893,p 15
9000010894,c 3
9000010895,c 19
9000010896,p 14
9000010897,p 25
9000010898,c 8
9000010899,p 22
9000010900,c 16
9000010901,c 30
9000010902,c 28
9000010903,c 7
9000010904,c 10
9000010905,p 7
9000010906,p 27
9000010907,c 13
9000010908,c 49
9000010909,p 18
9000010910,c 29
9000010911,p 19
9000010912,p 9
9000010913,p 6
9000010914,p 10
9000010915,p 22
9000010916,p 25
9000010917,c 13
9000010918,c 49
9000010919,p 32
9000010920,p 8
9000010921,p 25
9000010922,p 20
9000010923,c 32
9000010924,c 47
9000010925,c 26
9000010926,c 3
9000010927,c 34
9000010928,p 12
9000010929,p 25
9000010930,c 44
9000010931,c 11
9000010932,c 9
9000010933,p 8
9000010934,c 35
9000010935,p 14
9000010936,c 40
9000010937,c 18
9000010938,p 13
9000010939,c 35
9000010940,c 35
9000010941,c 12
9000010942,p 32
9000010943,c 45
9000010944,c 22
9000010945,p 16
9000010946,p 35
9000010947,c 22
9000010948,c 16
9000010949,c 48
9000010950,c 52
9000010951,c 46
9000010952,p 16
9000010953,p 25
9000010954,c 24
9000010955,c 29
9000010956,c 29
9000010957,p 23
9000010958,p 24
9000010959,c 25
9000010960,c 43
9000010961,p 31
9000010962,p 17
9000010963,p 5
9000010964,p 13
9000010965,p 14
9000010966,c 27
9000010967,c 16
9000010968,p 15
9000010969,p 28
9000010970,c 38
9000010971,c 30
9000010972,p 29
9000010973,c 24
9000010974,p 30
9000010975,p 25
9000010976,p 12
9000010977,p 5
9000010978,p 8
9000010979,c 2
9000010980,c 18
9000010981,p 14
9000010982,p 25
9000010983,p 33
9000010984,p 18
9000010985,p 31
9000010986,p 6
9000010987,c 38
9000010988,c 21
9000010989,p 18
9000010990,p 31
9000010991,c 25
9000010992,c 47
9000010993,c 25
9000010994,p 31
9000010995,p 17
9000010996,p 23
9000010997,p 24
9000010998,p 5
9000010999,p 11
9000011000,c 3
9000011001,c 22
9000011002,c 52
9000011003,p 21
9000011004,c 30
9000011005,p 6
9000011006,p 23
9000011007,p 6
9000011008,p 13
9000011009,c 12
9000011010,p 34
9000011011,p 30
9000011012,p 24
9000011013,p 25
9000011014,c 26
9000011015,p 6
9000011016,c 1
9000011017,c 42
9000011018,p 30
9000011019,c 1
9000011020,p 12
9000011021,c 39
9000011022,p 33
9000011023,c 18
9000011024,p 24
9000011025,p 12
9000011026,p 18
9000011027,p 14
9000011028,c 29
9000011029,c 23
9000011030,p 8
9000011031,p 17
9000011032,p 8
9000011033,p 5
9000011034,p 5
9000011035,p 6
9000011036,p 23
9000011037,p 14
9000011038,p 18
9000011039,p 29
9000011040,p 10
9000011041,c 23
9000011042,c 45
9000011043,p 29
9000011044,p 26
9000011045,c 51
9000011046,c 48
9000011047,c 21
9000011048,p 21
9000011049,p 22
9000011050,p 33
9000011051,p 24
9000011052,c 10
9000011053,p 34
9000011054,c 33
9000011055,c 22
9000011056,p 12
9000011057,c 11
9000011058,c 27
9000011059,c 49
9000011060,p 24
9000011061,p 28
9000011062,c 29
9000011063,p 21
9000011064,c 27
9000011065,p 19
9000011066,c 36
9000011067,p 10
9000011068,c 35
9000011069,p 25
9000011070,p 32
9000011071,c 38
9000011072,c 42
9000011073,p 22
9000011074,p 31
9000011075,c 16
9000011076,p 14
9000011077,p 25
9000011078,p 22
9000011079,c 23
9000011080,p 15
9000011081,p 23
9000011082,c 51
9000011083,c 2
9000011084,p 30
9000011085,c 4
9000011086,c 5
9000011087,p 25
9000011088,c 2
9000011089,p 18
9000011090,p 29
9000011091,p 21
9000011092,c 16
9000011093,c 38
9000011094,c 19
9000011095,p 5
9000011096,p 20
9000011097,c 45
9000011098,p 18
9000011099,c 29
9000011100,p 29
9000011101,c 20
9000011102,c 30
9000011103,p 34
9000011104,p 15
9000011105,c 47
9000011106,c 9
9000011107,p 30
9000011108,p 34
9000011109,c 46
9000011110,c 13
9000011111,p 29
9000011112,p 35
9000011113,p 24
9000011114,p 8
9000011115,c 12
9000011116,p 8
9000011117,c 41
9000011118,p 27
9000011119,c 42
9000011120,c 31
9000011121,c 30
9000011122,p 17
9000011123,p 20
9000011124,c 41
9000011125,p 31
9000011126,p 20
9000011127,c 24
9000011128,c 13
9000011129,p 12
9000011130,p 6
9000011131,p 31
9000011132,c 48
9000011133,p 23
9000011134,p 20
9000011135,p 23
9000011136,c 37
9000011137,c 28
9000011138,c 8
9000011139,p 35
9000011140,p 7
9000011141,p 28
9000011142,c 17
9000011143,p 27
9000011144,p 15
9000011145,c 5
9000011146,c 7
9000011147,p 28
9000011148,p 14
9000011149,c 21
9000011150,c 47
9000011151,c 22
9000011152,p 18
9000011153,p 24
9000011154,c 2
9000011155,p 12
9000011156,p 34
9000011157,p 5
9000011158,p 13
9000011159,p 9
9000011160,c 11
9000011161,p 9
9000011162,c 24
9000011163,c 36
9000011164,p 8
9000011165,c 5
9000011166,c 36
9000011167,c 42
9000011168,p 26
9000011169,p 16
9000011170,c 46
9000011171,c 22
9000011172,p 33
9000011173,c 3
9000011174,p 7
9000011175,c 10
9000011176,p 19
9000011177,p 23
9000011178,c 17
9000011179,p 32
9000011180,c 15
9000011181,c 8
9000011182,c 13
9000011183,p 20
9000011184,c 5
9000011185,c 1
9000011186,p 18
9000011187,p 28
9000011188,p 21
9000011189,p 25
9000011190,c 21
9000011191,c 13
9000011192,p 10
9000011193,c 44
9000011194,c 32
9000011195,p 30
9000011196,c 21
9000011197,c 48
9000011198,c 16
9000011199,p 10
9000011200,p 13
9000011201,c 29
9000011202,p 17
9000011203,c 12
9000011204,p 11
9000011205,c 43
9000011206,c 38
9000011207,c 43
9000011208,c 22
9000011209,c 32
9000011210,p 22
9000011211,p 33
9000011212,p 24
9000011213,c 47
9000011214,p 24
9000011215,c 43
9000011216,p 21
9000011217,c 46
9000011218,c 48
9000011219,c 46
9000011220,c 41
9000011221,c 4
9000011222,p 15
9000011223,c 28
9000011224,c 25
9000011225,c 17
9000011226,p 24
9000011227,c 7
9000011228,c 11
9000011229,p 8
9000011230,c 23
9000011231,c 41
9000011232,p 6
9000011233,c 14
9000011234,c 41
9000011235,p 9
9000011236,p 32
9000011237,c 38
9000011238,p 12
9000011239,c 29
9000011240,p 20
9000011241,c 5
9000011242,c 21
9000011243,p 11
9000011244,c 20
9000011245,c 4
9000011246,c 2
9000011247,p 33
9000011248,p 13
9000011249,p 16
9000011250,c 6
9000011251,c 41
9000011252,p 32
9000011253,p 8
9000011254,c 47
9000011255,c 17
9000011256,c 16
9000011257,p 29
9000011258,p 17
9000011259,p 9
9000011260,p 19
9000011261,c 36
9000011262,p 11
9000011263,p 21
9000011264,p 27
9000011265,c 23
9000011266,p 12
9000011267,p 28
9000011268,c 20
9000011269,c 6
9000011270,p 15
9000011271,p 7
9000011272,c 19
9000011273,c 24
9000011274,c 26
9000011275,p 8
9000011276,p 28
9000011277,p 29
9000011278,c 39
9000011279,p 16
9000011280,p 9
9000011281,c 34
9000011282,c 26
9000011283,c 45
9000011284,p 13
9000011285,c 11
9000011286,c 1
9000011287,c 35
9000011288,p 22
9000011289,p 35
9000011290,c 45
9000011291,c 35
9000011292,p 30
9000011293,p 28
9000011294,c 12
9000011295,c 25
9000011296,p 11
9000011297,p 32
9000011298,c 44
9000011299,p 20
9000011300,p 17
9000011301,c 8
9000011302,p 25
9000011303,p 6
9000011304,p 13
9000011305,p 16
9000011306,p 22
9000011307,p 23
9000011308,p 7
9000011309,c 22
9000011310,c 43
9000011311,p 18
9000011312,c 7
9000011313,c 40
9000011314,c 4
9000011315,p 25
9000011316,p 28
9000011317,p 30
9000011318,c 16
9000011319,p 8
9000011320,p 32
9000011321,c 27
9000011322,p 14
9000011323,p 12
9000011324,c 20
9000011325,p 25
9000011326,p 6
9000011327,c 6
9000011328,p 23
9000011329,p 22
9000011330,c 21
9000011331,p 10
9000011332,c 36
9000011333,p 20
9000011334,c 36
9000011335,p 17
9000011336,p 28
9000011337,c 24
9000011338,p 10
9000011339,c 13
9000011340,c 5
9000011341,p 19
9000011342,c 17
9000011343,c 34
9000011344,p 7
9000011345,c 51
9000011346,p 11
9000011347,p 18
9000011348,c 31
9000011349,c 41
9000011350,c 27
9000011351,p 29
9000011352,p 16
9000011353,c 40
9000011354,p 16
9000011355,p 10
9000011356,p 6
9000011357,c 29
9000011358,c 12
9000011359,c 13
9000011360,p 9
9000011361,c 12
9000011362,p 19
9000011363,c 14
9000011364,p 6
9000011365,p 21
9000011366,c 40
9000011367,c 51
9000011368,c 42
9000011369,p 25
9000011370,p 26
9000011371,c 39
9000011372,c 34
9000011373,c 27
9000011374,c 29
9000011375,p 14
9000011376,c 31
9000011377,p 18
9000011378,p 30
9000011379,p 6
9000011380,p 30
9000011381,p 8
9000011382,c 31
9000011383,c 13
9000011384,c 34
9000011385,c 41
9000011386,c 16
9000011387,p 27
9000011388,p 21
9000011389,p 21
9000011390,c 9
9000011391,p 12
9000011392,c 31
9000011393,p 30
9000011394,p 15
9000011395,p 24
9000011396,p 29
9000011397,p 5
9000011398,c 38
9000011399,p 30
9000011400,p 31
9000011401,p 19
9000011402,c 48
9000011403,p 9
9000011404,c 30
9000011405,c 24
9000011406,p 29
9000011407,c 34
9000011408,p 17
9000011409,p 23
9000011410,c 42
9000011411,c 26
9000011412,c 27
9000011413,p 6
9000011414,c 12
9000011415,c 8
9000011416,p 23
9000011417,c 22
9000011418,c 28
9000011419,p 11
9000011420,p 27
9000011421,p 18
9000011422,c 29
9000011423,p 23
9000011424,c 25
9000011425,c 28
9000011426,p 18
9000011427,p 34
9000011428,c 49
9000011429,c 43
9000011430,c 2
9000011431,p 15
9000011432,p 8
9000011433,c 4
9000011434,p 30
9000011435,c 16
9000011436,p 12
9000011437,p 5
9000011438,c 30
9000011439,p 9
9000011440,c 14
9000011441,p 16
9000011442,c 43
9000011443,c 52
9000011444,p 20
9000011445,c 32
9000011446,p 33
9000011447,p 21
9000011448,c 31
9000011449,c 50
9000011450,p 7
9000011451,c 5
9000011452,p 31
9000011453,c 20
9000011454,p 19
9000011455,p 31
9000011456,c 3
9000011457,p 34
9000011458,c 20
9000011459,p 24
9000011460,p 10
9000011461,c 24
9000011462,p 20
9000011463,c 32
9000011464,c 38
9000011465,c 39
9000011466,c 19
9000011467,c 32
9000011468,p 30
9000011469,p 6
9000011470,p 31
9000011471,c 7
9000011472,p 8
9000011473,c 3
9000011474,p 22
9000011475,p 8
9000011476,c 26
9000011477,c 18
9000011478,c 11
9000011479,p 27
9000011480,c 36
9000011481,p 17
9000011482,p 11
9000011483,c 10
9000011484,c 41
9000011485,p 18
9000011486,c 36
9000011487,p 27
9000011488,p 25
9000011489,c 39
9000011490,c 7
9000011491,p 24
9000011492,c 5
9000011493,p 13
9000011494,p 19
9000011495,c 43
9000011496,c 7
9000011497,c 10
9000011498,c 46
9000011499,c 32
9000011500,p 16
9000011501,p 24
9000011502,p 25
9000011503,c 48
9000011504,c 39
9000011505,p 16
9000011506,p 12
9000011507,p 13
9000011508,c 20
9000011509,p 19
9000011510,p 29
9000011511,c 43
9000011512,c 9
9000011513,p 13
9000011514,c 20
9000011515,c 2
9000011516,c 15
9000011517,p 11
9000011518,c 25
9000011519,c 29
9000011520,c 28
9000011521,c 5
9000011522,p 33
9000011523,c 45
9000011524,p 16
9000011525,c 22
9000011526,p 22
9000011527,p 29
9000011528,c 34
9000011529,p 22
9000011530,c 25
9000011531,p 21
9000011532,c 26
9000011533,p 12
9000011534,c 19
9000011535,p 6
9000011536,c 44
9000011537,c 33
9000011538,c 7
9000011539,c 2
9000011540,p 24
9000011541,c 42
9000011542,p 11
9000011543,c 18
9000011544,p 10
9000011545,p 12
9000011546,p 7
9000011547,p 19
9000011548,c 15
9000011549,p 30
9000011550,c 12
9000011551,c 5
9000011552,c 17
9000011553,c 43
9000011554,p 9
